,name,ticker,index,industry
998,"Nanjing Inform Storage Equipment (Group) Co., Ltd.",603066.SS,Shanghai,Industrials
999,"Hubei Zhenhua Chemical Co.,Ltd.",603067.SS,Shanghai,Basic Materials
1000,Beken Corporation,603068.SS,Shanghai,Technology
1001,"Hainan Haiqi Transportation Group Co.,Ltd.",603069.SS,Shanghai,Industrials
1002,"Ningbo Lehui International Engineering Equipment Co.,Ltd",603076.SS,Shanghai,Industrials
1003,Sichuan Hebang Biotechnology Corporation Limited,603077.SS,Shanghai,Basic Materials
1004,"Jiangyin Jianghua Microelectronics Materials Co., Ltd",603078.SS,Shanghai,Technology
1005,"Zhejiang Shengda Bio-Pharm Co., Ltd.",603079.SS,Shanghai,Healthcare
1006,"Xinjiang Torch Gas Co., Ltd",603080.SS,Shanghai,Utilities
1007,"Zhejiang Dafeng Industry Co., Ltd",603081.SS,Shanghai,Industrials
1008,"CIG ShangHai Co., Ltd.",603083.SS,Shanghai,Technology
1009,"Zhejiang Tiancheng Controls Co., Ltd.",603085.SS,Shanghai,Consumer Cyclical
1010,"ShanDong Cynda Chemical Co.,Ltd",603086.SS,Shanghai,Basic Materials
1011,Gan & Lee Pharmaceuticals.,603087.SS,Shanghai,Healthcare
1012,JDM JingDaMachine(Ningbo)Co.Ltd,603088.SS,Shanghai,Industrials
1013,"ADD Industry (Zhejiang) CO., LTD",603089.SS,Shanghai,Consumer Cyclical
1014,"Wuxi Hongsheng Heat Exchanger Manufacturing Co., Ltd.",603090.SS,Shanghai,Industrials
1015,"Nanhua Futures Co., Ltd.",603093.SS,Shanghai,Financial Services
1016,"Zhejiang Yuejian Intelligent Equipment Co.,Ltd.",603095.SS,Shanghai,Industrials
1017,Thinkingdom Media Group Ltd.,603096.SS,Shanghai,Communication Services
1018,"Center International Group Co.,Ltd.",603098.SS,Shanghai,Industrials
1019,"Changbai Mountain Tourism Co., Ltd.",603099.SS,Shanghai,Consumer Cyclical
1020,"Chongqing Chuanyi Automation Co., Ltd.",603100.SS,Shanghai,Industrials
1021,"Xinjiang Winka Times Department Store Co.,Ltd.",603101.SS,Shanghai,Consumer Cyclical
1022,"Hengdian Entertainment Co.,LTD",603103.SS,Shanghai,Communication Services
1023,"Zhejiang Sunoren Solar Technology Co.,Ltd.",603105.SS,Shanghai,Technology
1024,"Cashway Fintech Co.,Ltd.",603106.SS,Shanghai,Industrials
1025,"Shanghai Runda Medical Technology Co., Ltd.",603108.SS,Shanghai,Healthcare
1026,"Senci Electric Machinery Co.,Ltd.",603109.SS,Shanghai,
1027,"New East New Materials Co., Ltd",603110.SS,Shanghai,Basic Materials
1028,"Nanjing Kangni Mechanical & Electrical Co.,Ltd",603111.SS,Shanghai,Industrials
1029,"Shanxi Huaxiang Group Co., Ltd.",603112.SS,Shanghai,Industrials
1030,"Jinneng Science&Techology Co.,Ltd",603113.SS,Shanghai,Basic Materials
1031,"Nantong Haixing Electronics Co., Ltd.",603115.SS,Shanghai,Industrials
1032,"Zhejiang Red Dragonfly Footwear Co., Ltd.",603116.SS,Shanghai,Consumer Cyclical
1033,"Shenzhen Gongjin Electronics Co., Ltd.",603118.SS,Shanghai,Technology
1034,"Shanghai Sinotec (Group) Co., Ltd.",603121.SS,Shanghai,Consumer Cyclical
1035,"Beijing Cuiwei Tower Co., Ltd.",603123.SS,Shanghai,Consumer Cyclical
1036,Sinoma Energy Conservation Ltd.,603126.SS,Shanghai,Utilities
1037,"Joinn Laboratories(China)Co.,Ltd.",603127.SS,Shanghai,Healthcare
1038,CTS International Logistics Corporation Limited,603128.SS,Shanghai,Industrials
1039,"Zhejiang Cfmoto Power Co.,Ltd",603129.SS,Shanghai,Consumer Cyclical
1040,"Shanghai Hugong Electric Group Co.,Ltd.",603131.SS,Shanghai,Industrials
1041,"Tanyuan Technology Co., Ltd.",603133.SS,Shanghai,Technology
1042,"Jiangsu Tianmu Lake Tourism Co.,Ltd",603136.SS,Shanghai,Consumer Cyclical
1043,"Beijing Vastdata Technology Co., Ltd.",603138.SS,Shanghai,Technology
1044,"Shaanxi Kanghui Pharmaceutical Co., Ltd.",603139.SS,Shanghai,Healthcare
1045,"Xinyaqiang Silicon Chemistry Co.,Ltd",603155.SS,Shanghai,Basic Materials
1046,"Hebei Yangyuan ZhiHui Beverage Co., Ltd.",603156.SS,Shanghai,Consumer Defensive
1047,"Changzhou Tenglong AutoPartsCo.,Ltd.",603158.SS,Shanghai,Consumer Cyclical
1048,"Shanghai Yahong Moulding Co., Ltd.",603159.SS,Shanghai,Industrials
1049,"Shenzhen Goodix Technology Co., Ltd.",603160.SS,Shanghai,Technology
1050,"Kehua Holdings Co., Ltd.",603161.SS,Shanghai,Industrials
1051,"Zhejiang Rongsheng Environmental Protection Paper Joint Stock Co., Ltd.",603165.SS,Shanghai,Consumer Cyclical
1052,"GUILIN FUDA Co.,Ltd.",603166.SS,Shanghai,Consumer Cyclical
1053,"Bohai Ferry Group Co., Ltd.",603167.SS,Shanghai,Industrials
1054,"Zhejiang Shapuaisi Pharmaceutical Co.,Ltd.",603168.SS,Shanghai,Healthcare
1055,"Lanzhou LS Heavy Equipment Co., Ltd",603169.SS,Shanghai,Industrials
1056,"Servyou Software Group Co., Ltd.",603171.SS,Shanghai,Technology
1057,"Zhejiang Tuna Environmental Science & TechnologyCo.,Ltd.",603177.SS,Shanghai,Industrials
1058,"Ningbo Shenglong Automotive Powertrain System Co.,Ltd.",603178.SS,Shanghai,Consumer Cyclical
1059,"Jiangsu Xinquan Automotive Trim Co.,Ltd.",603179.SS,Shanghai,Consumer Cyclical
1060,"GoldenHome Living Co., Ltd.",603180.SS,Shanghai,Consumer Cyclical
1061,"Zhejiang Huangma Technology Co.,Ltd",603181.SS,Shanghai,Basic Materials
1062,"Suzhou Institute of Building Science Group Co.,Ltd",603183.SS,Shanghai,Industrials
1063,"Wuxi Shangji Automation Co., Ltd.",603185.SS,Shanghai,Industrials
1064,"Zhejiang Wazam New Materials Co.,LTD.",603186.SS,Shanghai,Technology
1065,"Qingdao Hiron Commercial Cold Chain Co., Ltd.",603187.SS,Shanghai,Industrials
1066,"Jiangsu Yabang Dyestuff Co., Ltd.",603188.SS,Shanghai,Basic Materials
1067,"Shanghai Wondertek Software Co., Ltd",603189.SS,Shanghai,Technology
1068,"Shanghai Huide Science & Technology Co.,Ltd",603192.SS,Shanghai,Basic Materials
1069,"Gongniu Group Co., Ltd.",603195.SS,Shanghai,Industrials
1070,"Ribo Fashion Group Co., Ltd.",603196.SS,Shanghai,Consumer Cyclical
1071,Shanghai Baolong Automotive Corporation,603197.SS,Shanghai,Consumer Cyclical
1072,"Anhui Yingjia Distillery Co., Ltd.",603198.SS,Shanghai,Consumer Defensive
1073,"Anhui Jiuhuashan Tourism Development Co., Ltd.",603199.SS,Shanghai,Consumer Cyclical
1074,"Shanghai Emperor of Cleaning Hi-Tech Co., Ltd",603200.SS,Shanghai,Industrials
1075,"Quick Intelligent Equipment Co., Ltd.",603203.SS,Shanghai,Industrials
1076,"Jiangshan Oupai Door Industry Co., Ltd",603208.SS,Shanghai,Consumer Cyclical
1077,Cybrid Technologies Inc.,603212.SS,Shanghai,Basic Materials
1078,"Shanghai Aiyingshi Co.,Ltd",603214.SS,Shanghai,Consumer Cyclical
1079,"Yuanli Chemical Group Co.,Ltd.",603217.SS,Shanghai,Basic Materials
1080,"Riyue Heavy Industry Co., Ltd.",603218.SS,Shanghai,Industrials
1081,"China Bester Group Telecom Co., Ltd.",603220.SS,Shanghai,Communication Services
1082,"Elegant Home-Tech Co., Ltd.",603221.SS,Shanghai,
1083,"Chimin Health Management Co., Ltd.",603222.SS,Shanghai,Healthcare
1084,"Hengtong Logistics Co., Ltd.",603223.SS,Shanghai,Industrials
1085,"Xinfengming Group Co., Ltd.",603225.SS,Shanghai,Basic Materials
1086,"Vohringer Home Technology Co.,Ltd.",603226.SS,Shanghai,Consumer Cyclical
1087,"Xinjiang Xuefeng Sci-Tech(Group)Co.,Ltd",603227.SS,Shanghai,Basic Materials
1088,"Shenzhen Kinwong Electronic Co., Ltd.",603228.SS,Shanghai,Technology
1089,"Zhejiang Ausun Pharmaceutical Co., Ltd.",603229.SS,Shanghai,Healthcare
1090,"Koal Software Co., Ltd.",603232.SS,Shanghai,Technology
1091,"DaShenLin Pharmaceutical Group Co., Ltd.",603233.SS,Shanghai,Healthcare
1092,"Quectel Wireless Solutions Co., Ltd.",603236.SS,Shanghai,Technology
1093,"HangZhou Nbond Nonwovens Co., Ltd.",603238.SS,Shanghai,Consumer Cyclical
1094,"Zhejiang Xiantong Rubber&Plastic Co.,Ltd",603239.SS,Shanghai,Consumer Cyclical
1095,"Grace Fabric Technology Co.,Ltd.",603256.SS,Shanghai,Basic Materials
1096,"Hangzhou Electronic Soul Network Technology Co., Ltd.",603258.SS,Shanghai,Communication Services
1097,"WuXi AppTec Co., Ltd.",603259.SS,Shanghai,Healthcare
1098,"Hoshine Silicon Industry Co., Ltd.",603260.SS,Shanghai,Basic Materials
1099,"Ningbo Tianlong Electronics Co., Ltd.",603266.SS,Shanghai,Consumer Cyclical
1100,"Beijing Yuanliu Hongyuan Electronic Technology Co., Ltd.",603267.SS,Shanghai,Technology
1101,"Guangdong Songfa Ceramics Co.,Ltd.",603268.SS,Shanghai,
1102,"Jiangsu Seagull Cooling Tower Co.,Ltd.",603269.SS,Shanghai,Industrials
1103,"Yindu Kitchen Equipment Co., Ltd",603277.SS,Shanghai,Industrials
1104,"Shandong Daye Co., Ltd.",603278.SS,Shanghai,Industrials
1105,Jingjin Equipment Inc.,603279.SS,Shanghai,Industrials
1106,"Suzhou Secote Precision Electronic Co.,LTD",603283.SS,Shanghai,Industrials
1107,"Jiangsu Riying Electronics Co.,Ltd.",603286.SS,Shanghai,Consumer Cyclical
1108,Foshan Haitian Flavouring and Food Company Ltd.,603288.SS,Shanghai,Consumer Defensive
1109,"Zhejiang Tederic Machinery Co., Ltd.",603289.SS,Shanghai,Industrials
1110,StarPower Semiconductor Ltd.,603290.SS,Shanghai,Technology
1111,"Ningbo Yongxin Optics Co.,Ltd",603297.SS,Shanghai,Technology
1112,"Hangcha Group Co., Ltd",603298.SS,Shanghai,Industrials
1113,"Jiang Su Suyan Jingshen Co.,Ltd.",603299.SS,Shanghai,Basic Materials
1114,"Zhejiang Huatie Emergency Equipment Science & Technology Co.,Ltd.",603300.SS,Shanghai,Industrials
1115,"Zhende Medical Co., Ltd.",603301.SS,Shanghai,Healthcare
1116,"Hengdian Group Tospo Lighting Co., Ltd.",603303.SS,Shanghai,Industrials
1117,"Ningbo Xusheng Auto Technology Co., Ltd.",603305.SS,Shanghai,Consumer Cyclical
1118,"HMT (Xiamen) New Technical Materials Co., Ltd",603306.SS,Shanghai,Consumer Cyclical
1119,"Anhui Yingliu Electromechanical Co., Ltd.",603308.SS,Shanghai,Industrials
1120,"Well Lead Medical Co., Ltd.",603309.SS,Shanghai,Healthcare
1121,"Zhejiang Goldensea Hi-Tech Co., Ltd",603311.SS,Shanghai,Industrials
1122,"Healthcare Co., Ltd.",603313.SS,Shanghai,Consumer Cyclical
1123,"Liaoning Fu-An Heavy Industry Co.,Ltd",603315.SS,Shanghai,Basic Materials
1124,"Chengbang Eco-Environment Co.,Ltd.",603316.SS,Shanghai,Industrials
1125,"Sichuan Teway Food Group Co.,Ltd",603317.SS,Shanghai,Consumer Defensive
1126,"Shuifa Energas Gas Co., Ltd.",603318.SS,Shanghai,Energy
1127,"Hunan Oil Pump Co., Ltd.",603319.SS,Shanghai,Consumer Cyclical
1128,"ZHEJIANG DIBAY ELECTRIC CO.,Ltd.",603320.SS,Shanghai,Industrials
1129,"Zhejiang Meilun Elevator Co., Ltd.",603321.SS,Shanghai,Industrials
1130,"Super Telecom Co.,Ltd",603322.SS,Shanghai,Technology
1131,"Jiangsu Suzhou Rural Commercial Bank Co., Ltd",603323.SS,Shanghai,Financial Services
1132,"Shanghai Sheng Jian Environment Technology Co., Ltd.",603324.SS,Shanghai,Industrials
1133,"Nanjing OLO Home Furnishing Co.,Ltd",603326.SS,Shanghai,Consumer Cyclical
1134,"Sichuan Furong Technology Co., Ltd.",603327.SS,Shanghai,Technology
1135,"Guangdong Ellington Electronics Technology Co.,Ltd",603328.SS,Shanghai,Technology
1136,"Shanghai Ace Investment & Development Co., Ltd.",603329.SS,Shanghai,Industrials
1137,"Shanghai Tianyang Hot Melt Adhesives Co., Ltd.",603330.SS,Shanghai,Basic Materials
1138,Zhejiang Baida Precision Manufacturing Corp.,603331.SS,Shanghai,Consumer Cyclical
1139,"Suzhou Longjie Special Fiber Co., Ltd.",603332.SS,Shanghai,Consumer Cyclical
1140,"Sunway Co., Ltd.",603333.SS,Shanghai,Industrials
1141,Guangdong Dcenti Auto-Parts Stock Limited Company,603335.SS,Shanghai,Consumer Cyclical
1142,"Great-Sun Foods Co., Ltd.",603336.SS,Shanghai,Consumer Defensive
1143,"Jack Technology Co.,Ltd",603337.SS,Shanghai,Industrials
1144,"Zhejiang Dingli Machinery Co.,Ltd",603338.SS,Shanghai,Industrials
1145,"Square Technology Group Co.,Ltd",603339.SS,Shanghai,Industrials
1146,"Anjoy Foods Group Co., Ltd.",603345.SS,Shanghai,Consumer Defensive
1147,"Wencan Group Co.,Ltd.",603348.SS,Shanghai,Consumer Cyclical
1148,"Nanjing Well Pharmaceutical Group Co.,Ltd.",603351.SS,Shanghai,Healthcare
1149,"Hunan Heshun Petroleum Co.,Ltd.",603353.SS,Shanghai,Consumer Cyclical
1150,"Kingclean Electric Co.,Ltd",603355.SS,Shanghai,Consumer Cyclical
1151,"Xuancheng Valin Precision Technology Co., Ltd.",603356.SS,Shanghai,Industrials
1152,"Anhui Transport Consulting & Design Institute Co.,Ltd.",603357.SS,Shanghai,Industrials
1153,"Huada Automotive Technology Corp.,Ltd",603358.SS,Shanghai,Consumer Cyclical
1154,"Dongzhu Ecological Environment Protection Co.,Ltd",603359.SS,Shanghai,Industrials
1155,Dalian BIO-CHEM Company Limited,603360.SS,Shanghai,Basic Materials
1156,Fujian Aonong Biological Technology Group Incorporation Limited,603363.SS,Shanghai,Consumer Defensive
1157,"Shanghai Shuixing Home Textile Co., Ltd.",603365.SS,Shanghai,Consumer Cyclical
1158,"Solareast Holdings Co., Ltd.",603366.SS,Shanghai,Technology
1159,"Cisen Pharmaceutical Co., Ltd.",603367.SS,Shanghai,Healthcare
1160,"Guangxi LiuYao Group Co., Ltd",603368.SS,Shanghai,Healthcare
1161,"Jiangsu King's Luck Brewery Joint-Stock Co., Ltd.",603369.SS,Shanghai,Consumer Defensive
1162,"Eastern Pioneer Driving School Co., Ltd",603377.SS,Shanghai,Consumer Cyclical
1163,"Asia Cuanon Technology (Shanghai) Co.,Ltd.",603378.SS,Shanghai,Basic Materials
1164,"Zhejiang Sanmei Chemical Industry Co., Ltd.",603379.SS,Shanghai,Basic Materials
1165,"Suzhou Etron Technologies Co.,Ltd.",603380.SS,Shanghai,Technology
1166,"Fujian Apex Software Co.,LTD",603383.SS,Shanghai,Technology
1167,"Huida Sanitary Ware Co., Ltd.",603385.SS,Shanghai,Industrials
1168,"Guangdong Champion Asia Electronics Co.,Ltd.",603386.SS,Shanghai,Technology
1169,"Getein Biotech, Inc",603387.SS,Shanghai,Healthcare
1170,"Yuancheng Environment Co., Ltd.",603388.SS,Shanghai,Industrials
1171,"A-Zenith Home Furnishings Co., Ltd.",603389.SS,Shanghai,Consumer Cyclical
1172,"Guangzhou Tongda Auto Electric Co., LTD",603390.SS,Shanghai,
1173,"Beijing Wantai Biological Pharmacy Enterprise Co., Ltd.",603392.SS,Shanghai,Healthcare
1174,"Xinjiang Xintai Natural Gas Co., Ltd.",603393.SS,Shanghai,Utilities
1175,"Yingkou Jinchen Machinery Co., Ltd.",603396.SS,Shanghai,Industrials
1176,"BanBao Co., Ltd.",603398.SS,Shanghai,Consumer Cyclical
1177,"Jinzhou Jixiang Molybdenum Co., Ltd.",603399.SS,Shanghai,Basic Materials
1178,Runner (Xiamen) Corp.,603408.SS,Shanghai,Industrials
1179,"WuXi Xinje Electric Co.,Ltd.",603416.SS,Shanghai,Technology
1180,Qingdao Topscomm Communication INC.,603421.SS,Shanghai,Technology
1181,"Anhui Genuine New Materials Co.,Ltd.",603429.SS,Shanghai,Consumer Cyclical
1182,"GuiZhou SanLi Pharmaceutical Co.,Ltd",603439.SS,Shanghai,Healthcare
1183,"G-bits Network Technology (Xiamen) Co., Ltd.",603444.SS,Shanghai,Communication Services
1184,"Zhejiang Jiuzhou Pharmaceutical Co., Ltd",603456.SS,Shanghai,Healthcare
1185,"Guizhou Transportation Planning Survey&Design Academe Co.,Ltd.",603458.SS,Shanghai,Industrials
1186,"Shanghai Fengyuzhu Culture Technology Co., Ltd.",603466.SS,Shanghai,Communication Services
1187,Leshan Giantstar Farming&Husbandry Corporation Limited,603477.SS,Shanghai,Consumer Cyclical
1188,"Ecovacs Robotics Co., Ltd.",603486.SS,Shanghai,Consumer Cyclical
1189,"Flying Technology Co., Ltd.",603488.SS,Shanghai,Industrials
1190,"Bafang Electric (Suzhou) Co.,Ltd.",603489.SS,Shanghai,Consumer Cyclical
1191,EmbedWay Technologies (Shanghai) Corporation,603496.SS,Shanghai,Technology
1192,"Shanghai Sunglow Packaging Technology Co.,Ltd",603499.SS,Shanghai,Consumer Cyclical
1193,"Zhejiang Tiantai Xianghe Industrial Co.,Ltd.",603500.SS,Shanghai,Industrials
1194,"Will Semiconductor Co., Ltd.",603501.SS,Shanghai,Technology
1195,"China Kings Resources Group Co.,Ltd.",603505.SS,Shanghai,Basic Materials
1196,"Nacity Property Service Group Co., Ltd.",603506.SS,Shanghai,Real Estate
1197,"JiangSu Zhenjiang New Energy Equipment Co., Ltd.",603507.SS,Shanghai,Industrials
1198,"Henan Thinker Automatic Equipment Co., Ltd.",603508.SS,Shanghai,Technology
1199,"Aimer Co., Ltd.",603511.SS,Shanghai,
1200,"Opple Lighting Co.,LTD",603515.SS,Shanghai,Consumer Cyclical
1201,"Beijing Tricolor Technology Co., Ltd",603516.SS,Shanghai,Technology
1202,"Juewei Food Co., Ltd.",603517.SS,Shanghai,Consumer Defensive
1203,"Jinhong Fashion Group Co.,Ltd.",603518.SS,Shanghai,Consumer Cyclical
1204,"Jiangsu Liba Enterprise Joint-Stock Co., Ltd.",603519.SS,Shanghai,Technology
1205,"Zhejiang Starry Pharmaceutical Co.,Ltd.",603520.SS,Shanghai,Healthcare
1206,"Anhui Zhongyuan New Materials Co., Ltd.",603527.SS,Shanghai,Industrials
1207,DuoLun Technology Corporation Ltd.,603528.SS,Shanghai,Technology
1208,"AIMA Technology Group CO., LTD",603529.SS,Shanghai,Consumer Cyclical
1209,"Jiangsu Shemar Electric Co.,Ltd",603530.SS,Shanghai,Industrials
1210,"IReader Technology Co., Ltd.",603533.SS,Shanghai,Technology
1211,"Guangzhou Jiacheng International Logistics Co.,Ltd.",603535.SS,Shanghai,Industrials
1212,"Shandong Huifa Foodstuff Co.,Ltd.",603536.SS,Shanghai,Consumer Defensive
1213,"Ningbo Menovo Pharmaceutical Co., Ltd.",603538.SS,Shanghai,Healthcare
1214,AUPU Home Style Corporation Limited,603551.SS,Shanghai,Consumer Cyclical
1215,"Guirenniao Co., Ltd.",603555.SS,Shanghai,Consumer Cyclical
1216,"Hexing Electrical Co.,Ltd.",603556.SS,Shanghai,Industrials
1217,"Zhejiang Jasan Holding Group Co., Ltd.",603558.SS,Shanghai,Consumer Cyclical
1218,"Zhongtong Guomai Communication Co., Ltd.",603559.SS,Shanghai,Technology
1219,"Shanghai Zhonggu Logistics Co., Ltd.",603565.SS,Shanghai,Industrials
1220,"Pulike Biological Engineering, Inc.",603566.SS,Shanghai,Healthcare
1221,"Heilongjiang ZBD Pharmaceutical Co., Ltd.",603567.SS,Shanghai,Healthcare
1222,"Zhejiang Weiming Environment Protection Co., Ltd.",603568.SS,Shanghai,Industrials
1223,"Beijing Changjiu Logistics Co.,Ltd",603569.SS,Shanghai,Industrials
1224,"Qingdao Huijintong Power Equipment Co.,Ltd.",603577.SS,Shanghai,Industrials
1225,"Zhejiang Three Stars New Materials Co., Ltd.",603578.SS,Shanghai,Industrials
1226,Shanghai Rongtai Health Technology Corporation Limited,603579.SS,Shanghai,Consumer Cyclical
1227,"AA Industrial Belting (Shanghai) Co.,Ltd",603580.SS,Shanghai,Industrials
1228,"Zhejiang Jiecang Linear Motion Technology Co.,Ltd.",603583.SS,Shanghai,Industrials
1229,"Suli Co., Ltd.",603585.SS,Shanghai,Basic Materials
1230,"Shandong Gold Phoenix Co.,Ltd",603586.SS,Shanghai,Consumer Cyclical
1231,"Dazzle Fashion Co., Ltd",603587.SS,Shanghai,Consumer Cyclical
1232,"Beijing GeoEnviron Engineering & Technology, Inc.",603588.SS,Shanghai,Industrials
1233,"Anhui Kouzi Distillery Co., Ltd.",603589.SS,Shanghai,Consumer Defensive
1234,"Beijing Konruns Pharmaceutical Co.,Ltd.",603590.SS,Shanghai,Healthcare
1235,"Zhejiang Tony Electronic Co., Ltd",603595.SS,Shanghai,Industrials
1236,"Bethel Automotive Safety Systems Co., Ltd",603596.SS,Shanghai,Consumer Cyclical
1237,"Inly Media Co., Ltd.",603598.SS,Shanghai,Communication Services
1238,"Anhui Guangxin Agrochemical Co., Ltd.",603599.SS,Shanghai,Basic Materials
1239,"UE Furniture Co., Ltd.",603600.SS,Shanghai,Consumer Cyclical
1240,"Chongqing Zaisheng Technology Co., Ltd.",603601.SS,Shanghai,Basic Materials
1241,"Hangzhou Freely Communication Co., Ltd.",603602.SS,Shanghai,Communication Services
1242,"Proya Cosmetics Co.,Ltd.",603605.SS,Shanghai,Consumer Defensive
1243,"Ningbo Orient Wires & Cables Co.,Ltd.",603606.SS,Shanghai,Industrials
1244,"Zhejiang Jinghua Laser Technology Co.,Ltd",603607.SS,Shanghai,Consumer Cyclical
1245,"Topscore Fashion Co., Ltd.",603608.SS,Shanghai,Consumer Cyclical
1246,"Wellhope Foods Co., Ltd.",603609.SS,Shanghai,Consumer Defensive
1247,Keeson Technology Corporation Limited,603610.SS,Shanghai,Consumer Cyclical
1248,"Noblelift Intelligent Equipment Co.,Ltd.",603611.SS,Shanghai,Industrials
1249,"Sunstone Development Co., Ltd.",603612.SS,Shanghai,Basic Materials
1250,"Beijing United Information Technology Co.,Ltd.",603613.SS,Shanghai,Technology
1251,"Chahua Modern Housewares Co., Ltd.",603615.SS,Shanghai,Consumer Cyclical
1252,"Beijing Hanjian Heshan Pipeline Co.,Ltd",603616.SS,Shanghai,Basic Materials
1253,"Junhe Pumps Holding Co., Ltd",603617.SS,Shanghai,Industrials
1254,"Hangzhou Cable Co., Ltd.",603618.SS,Shanghai,Industrials
1255,"Zhongman Petroleum and Natural Gas Group Corp., Ltd.",603619.SS,Shanghai,Energy
1256,"Kunshan Kersen Science & Technology Co.,Ltd.",603626.SS,Shanghai,Industrials
1257,"Clenergy (Xiamen) Technology Co., Ltd.",603628.SS,Shanghai,Technology
1258,"Jiangsu Lettall Electronic Co.,Ltd",603629.SS,Shanghai,Technology
1259,"Lafang China Co.,Ltd",603630.SS,Shanghai,Consumer Defensive
1260,"Shanghai Laimu Electronics Co.,Ltd.",603633.SS,Shanghai,Technology
1261,"Linewell Software Co., Ltd.",603636.SS,Shanghai,Technology
1262,"Zhenhai Petrochemical Engineering CO., LTD",603637.SS,Shanghai,Industrials
1263,"Yantai Eddie Precision Machinery Co., Ltd.",603638.SS,Shanghai,Industrials
1264,"Hailir Pesticides and Chemicals Group Co.,Ltd.",603639.SS,Shanghai,Basic Materials
1265,"Shanghai Shine-Link International Logistics Co., Ltd.",603648.SS,Shanghai,Industrials
1266,"Red Avenue New Materials Group Co., Ltd.",603650.SS,Shanghai,Basic Materials
1267,"Changzhou Langbo Sealing Technologies Co.,Ltd.",603655.SS,Shanghai,Consumer Cyclical
1268,"Hefei Taihe Optoelectronic Technology Co., Ltd.",603656.SS,Shanghai,Industrials
1269,"Jinhua Chunguang Technology Co.,Ltd",603657.SS,Shanghai,Technology
1270,"Autobio Diagnostics Co., Ltd.",603658.SS,Shanghai,Healthcare
1271,"Shanghai Putailai New Energy Technology Co.,Ltd.",603659.SS,Shanghai,Basic Materials
1272,"Suzhou Keda Technology Co.,Ltd",603660.SS,Shanghai,Technology
1273,"Henglin Home Furnishings Co.,Ltd",603661.SS,Shanghai,Consumer Cyclical
1274,"Keli Sensing Technology (Ningbo) Co.,Ltd.",603662.SS,Shanghai,Industrials
1275,"Sanxiang Advanced Materials Co., Ltd.",603663.SS,Shanghai,Basic Materials
1276,"ZheJiang KangLongDa Special Protection Technology Co., Ltd",603665.SS,Shanghai,Consumer Cyclical
1277,"Yijiahe Technology Co., Ltd.",603666.SS,Shanghai,Industrials
1278,"Zhejiang XCC Group Co.,Ltd",603667.SS,Shanghai,Industrials
1279,"Fujian Tianma Science and Technology Group Co., Ltd",603668.SS,Shanghai,Consumer Defensive
1280,"Lionco Pharmaceutical Group Co.,Ltd.",603669.SS,Shanghai,Healthcare
1281,"Tibet Weixinkang Medicine Co., Ltd.",603676.SS,Shanghai,Healthcare
1282,"Qijing Machinery Co., Ltd.",603677.SS,Shanghai,Consumer Cyclical
1283,"Fujian Torch Electron Technology Co., Ltd.",603678.SS,Shanghai,Technology
1284,"Sichuan Huati Lighting Technology Co.,Ltd.",603679.SS,Shanghai,Industrials
1285,"KTK Group Co., Ltd.",603680.SS,Shanghai,Industrials
1286,"Shanghai Yongguan Adhesive Products Corp., Ltd.",603681.SS,Shanghai,Basic Materials
1287,"Shanghai Golden Union Business Management Co., Ltd.",603682.SS,Shanghai,Real Estate
1288,"Shanghai Smith Adhesive New Material Co., Ltd",603683.SS,Shanghai,Basic Materials
1289,"Zhejiang Chenfeng Technology Co., Ltd.",603685.SS,Shanghai,Industrials
1290,"FULONGMA GROUP Co.,Ltd.",603686.SS,Shanghai,Industrials
1291,"Zhejiang Great Shengda Packaging Co.,Ltd.",603687.SS,Shanghai,Basic Materials
1292,"Jiangsu Pacific Quartz Co., Ltd",603688.SS,Shanghai,Basic Materials
1293,"Anhui Province Natural Gas DevelopmentCo.,Ltd.",603689.SS,Shanghai,Energy
1294,"PNC Process Systems Co., Ltd.",603690.SS,Shanghai,Industrials
1295,"Jiangsu New Energy Development Co., Ltd.",603693.SS,Shanghai,Utilities
1296,"Anji Foodstuff Co., Ltd",603696.SS,Shanghai,Consumer Defensive
1297,"YouYou Foods Co., Ltd.",603697.SS,Shanghai,Consumer Defensive
1298,"Changzheng Engineering Co.,LTD",603698.SS,Shanghai,Industrials
1299,"Neway Valve (Suzhou) Co., Ltd.",603699.SS,Shanghai,Industrials
1300,"Ningbo Water Meter (Group) Co., LTD.",603700.SS,Shanghai,Industrials
1301,"Zhejiang Dehong Automotive Electronic & Electrical Co., Ltd.",603701.SS,Shanghai,Consumer Cyclical
1302,"Zhejiang Shengyang Science and Technology Co., Ltd.",603703.SS,Shanghai,Technology
1303,Xinjiang East Universe Gas Co.Ltd.,603706.SS,Shanghai,Utilities
1304,"Nanjing King-Friend Biochemical Pharmaceutical Co., Ltd",603707.SS,Shanghai,Healthcare
1305,"Jiajiayue Group Co., Ltd.",603708.SS,Shanghai,Consumer Cyclical
1306,"ZOY Home Furnishing Co.,Ltd",603709.SS,Shanghai,Consumer Cyclical
1307,"XIANGPIAOPIAO Food Co.,Ltd",603711.SS,Shanghai,Consumer Defensive
1308,"TianJin 712 Communication & Broadcasting Co., Ltd.",603712.SS,Shanghai,Technology
1309,"Milkyway Chemical Supply Chain Service Co., Ltd.",603713.SS,Shanghai,Industrials
1310,Thalys Medical Technology Group Inc.,603716.SS,Shanghai,Healthcare
